"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3PZDLQMM0VV5HUT9DXIBW38HO8Z2CB","AW0MG225VXWCN","Submitted","Thu Apr 28 04:24:16 PDT 2022","Thu Apr 28 04:42:53 PDT 2022","Sun May 01 04:42:53 PDT 2022","","","","1117","100% (2/2)","0% (0/0)","0% (0/0)","S64821988"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3IHR8NYAM9BYEXH0MGN59I4M75A4PN","A2B2NQX480VA0Y","Submitted","Thu Apr 28 04:24:05 PDT 2022","Thu Apr 28 04:43:26 PDT 2022","Sun May 01 04:43:26 PDT 2022","","","","1161","0% (0/0)","0% (0/0)","0% (0/0)","S90663961"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3XM0HYN6NM9G6ZETBMZII4GDKU4EP3","AHCIG4A3FXE6Q","Submitted","Thu Apr 28 04:24:05 PDT 2022","Thu Apr 28 04:44:43 PDT 2022","Sun May 01 04:44:43 PDT 2022","","","","1238","0% (0/0)","0% (0/0)","0% (0/0)","S25855276"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3TYCR1GOTETOQ9QRFHKOMX8B3QBZLV","A3SIUHI7DTX1NY","Submitted","Thu Apr 28 04:24:06 PDT 2022","Thu Apr 28 04:45:07 PDT 2022","Sun May 01 04:45:07 PDT 2022","","","","1261","0% (0/0)","0% (0/0)","0% (0/0)","S84434686"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","33ISQZVXPRWIFCLBAQ7H8GH30ZCCCU","A2A0FWNGOIEP2Q","Submitted","Thu Apr 28 04:24:06 PDT 2022","Thu Apr 28 04:46:03 PDT 2022","Sun May 01 04:46:03 PDT 2022","","","","1317","0% (0/0)","0% (0/0)","0% (0/0)","S96991060"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3DHE4R9OCYLIY69EFJEUMUTWM0R2GL","AGB6853RIDWJ8","Submitted","Thu Apr 28 04:24:06 PDT 2022","Thu Apr 28 04:46:20 PDT 2022","Sun May 01 04:46:20 PDT 2022","","","","1334","0% (0/0)","0% (0/0)","0% (0/0)","S5524413"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3PIWWX1FJLGSV4XNUA5PIO7TG3UJJT","A11LL3J3YSXB4U","Submitted","Thu Apr 28 04:24:17 PDT 2022","Thu Apr 28 04:49:19 PDT 2022","Sun May 01 04:49:19 PDT 2022","","","","1502","100% (1/1)","0% (0/0)","0% (0/0)","S26606702"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3L4D84MIL12W4Y2X6A246BRE3BQJHO","A3H1A5PGLBBWR0","Submitted","Thu Apr 28 04:24:05 PDT 2022","Thu Apr 28 04:49:42 PDT 2022","Sun May 01 04:49:42 PDT 2022","","","","1537","0% (0/0)","0% (0/0)","0% (0/0)","S26213068"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3N2BF7Y2VS4M568I97FWM3JV75LHMQ","A1TG34GJ1WTN0C","Submitted","Thu Apr 28 04:24:16 PDT 2022","Thu Apr 28 04:49:42 PDT 2022","Sun May 01 04:49:42 PDT 2022","","","","1526","0% (0/0)","0% (0/0)","0% (0/0)","S22385139"
"3B9XR6P1WF5JR11HGGN7WGSREJJBJR","3GQ1VZELS2F5B51P6DS48AZU1J82NZ","Maze game","Search for a hidden exit in a maze","cognitive psychology","$1.50","Thu Apr 28 04:23:48 PDT 2022","35","BatchId:4727753;OriginalHitTemplateId:920937340;","7200","259200","Sun May 01 04:23:48 PDT 2022","","","3HYA4D452TTCK6DJ4Z8C49TKLLR2FM","A3LX2XBUQZ9N4D","Submitted","Thu Apr 28 04:24:06 PDT 2022","Thu Apr 28 04:49:42 PDT 2022","Sun May 01 04:49:42 PDT 2022","","","","1536","0% (0/0)","0% (0/0)","0% (0/0)","S99195421"
